################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -3.2052682165458219E+00 a       531     0    22     1     6
  4.5968520093645593E-01 a       532     0    22     1     7
  2.6860810010646099E+00 a       533     0    22     1     8
  2.6095914617604401E+00 a       534     0    22     1     9
 -6.5090793931014990E-01 a       535     0    22     1    10
 -9.8924703512379308E-01 a       536     0    22     1    11
 -4.4000136387639754E+00 a       537     0    22     1    12
  1.1220058611192212E+00 a       538     0    22     1    13
 -4.5354592618431183E-01 a       539     0    22     1    14
 -2.2676081060012785E+00 a       540     0    22     1    15
 -5.4613670222243260E-01 a       541     0    22     1    16
  1.3585305760028257E+00 a       542     0    22     1    17
 -4.2057371996208834E+00 a       543     0    22     1    18
  4.2428789123802951E-01 a       544     0    22     1    19
  1.9433482740356050E+00 a       545     0    22     1    20
 -1.5644054242005063E+00 a       546     0    22     1    21
 -2.0096657396794004E+00 a       547     0    22     1    22
  7.2507216033481381E-01 a       548     0    22     1    23
  5.5338925182425058E-01 a       549     0    22     1    24
  4.3085595217707287E+00 a       550     0    22     1    25
  1.7538372371064548E-01 a       551     0    23     1     1
 -9.2749084483745539E-02 a       552     0    23     1     2
 -1.1688514790805968E+00 a       553     0    23     1     3
 -7.6521094117762545E-01 a       554     0    23     1     4
 -5.6629352545215450E-01 a       555     0    23     1     5
 -1.4091848174035828E+00 a       556     0    23     1     6
  6.1464071702972622E-01 a       557     0    23     1     7
  1.9350132461022855E+00 a       558     0    23     1     8
  1.5515950323597880E+00 a       559     0    23     1     9
 -3.0229403205181469E+00 a       560     0    23     1    10
  6.8080129392260968E-01 a       561     0    23     1    11
 -2.8517220486567902E+00 a       562     0    23     1    12
 -5.1342047893585907E-01 a       563     0    23     1    13
 -4.5271078316382674E-01 a       564     0    23     1    14
 -3.0047413101970782E-01 a       565     0    23     1    15
 -1.9419176047404469E-02 a       566     0    23     1    16
 -2.6037320588709409E+00 a       567     0    23     1    17
 -9.7363499790020169E-01 a       568     0    23     1    18
  1.6009336778610128E+00 a       569     0    23     1    19
  9.8321489383046534E-01 a       570     0    23     1    20
  2.5247806469915846E-01 a       571     0    23     1    21
  5.8575971552047068E-01 a       572     0    23     1    22
  1.8043114537952190E+00 a       573     0    23     1    23
 -7.0549878252146403E-01 a       574     0    23     1    24
  1.9170452190812679E+00 a       575     0    23     1    25
 -1.1199274245321429E+00 a       576     0    24     1     1
 -1.3924388681723558E+00 a       577     0    24     1     2
  6.3024866386271272E-01 a       578     0    24     1     3
  2.3066876988116154E+00 a       579     0    24     1     4
 -1.5473744645897372E+00 a       580     0    24     1     5
  1.2249100958278103E+00 a       581     0    24     1     6
 -2.1972186213408842E-01 a       582     0    24     1     7
 -1.5948118854525524E+00 a       583     0    24     1     8
 -5.7535869682764307E-01 a       584     0    24     1     9
  4.3815117113692958E-01 a       585     0    24     1    10
  7.2329431626936902E-01 a       586     0    24     1    11
  2.4990492495361094E+00 a       587     0    24     1    12
 -8.7695182567449637E-01 a       588     0    24     1    13
  7.1197529006611548E-01 a       589     0    24     1    14
  1.0969332352915309E+00 a       590     0    24     1    15
  1.1366904257204095E-01 a       591     0    24     1    16
 -6.6381482539972592E-01 a       592     0    24     1    17
  1.5659442436537694E+00 a       593     0    24     1    18
 -4.8796702136381387E-01 a       594     0    24     1    19
 -4.6033486914581184E-01 a       595     0    24     1    20
  1.4709893264039609E+00 a       596     0    24     1    21
  1.3267435803534382E+00 a       597     0    24     1    22
 -4.9777891532492979E-01 a       598     0    24     1    23
 -6.6462854442185693E-01 a       599     0    24     1    24
 -2.2438235428803743E+00 a       600     0    24     1    25
  1.3604295758599876E+00 a       601     0    25     1     1
 -2.0535867484176369E+00 a       602     0    25     1     2
  4.9284836552814708E+00 a       603     0    25     1     3
 -2.1966243090606947E+00 a       604     0    25     1     4
 -8.9697309785520063E-01 a       605     0    25     1     5
  1.5313699658486335E+00 a       606     0    25     1     6
 -1.5327226333527255E+00 a       607     0    25     1     7
 -1.4608024483991870E+00 a       608     0    25     1     8
 -3.8324930331227991E-01 a       609     0    25     1     9
 -1.7486995675832089E+00 a       610     0    25     1    10
  2.7065061667330859E-01 a       611     0    25     1    11
  6.5189723783018638E-01 a       612     0    25     1    12
  3.1559779651602521E-01 a       613     0    25     1    13
 -2.6335267645924265E-01 a       614     0    25     1    14
 -4.2598349576730132E-01 a       615     0    25     1    15
  1.3555752573878301E+00 a       616     0    25     1    16
  7.3862702760564627E-03 a       617     0    25     1    17
  3.9307501822917543E+00 a       618     0    25     1    18
  1.1466909189245185E+00 a       619     0    25     1    19
 -3.1113286539142835E+00 a       620     0    25     1    20
 -3.5013971388355564E-01 a       621     0    25     1    21
 -7.7453784967466230E-02 a       622     0    25     1    22
  1.5038545148772113E+00 a       623     0    25     1    23
  8.6598860266031891E-02 a       624     0    25     1    24
 -1.3827659790383169E+00 a       625     0    25     1    25
  3.3376488037899549E-01 a       626     0    26     1     1
 -2.5805571602053923E+00 a       627     0    26     1     2
  8.5184214294784544E-01 a       628     0    26     1     3
  7.1593718502453871E+00 a       629     0    26     1     4
 -3.9389645911323354E+00 a       630     0    26     1     5
  3.7778046445594411E+00 a       631     0    26     1     6
 -3.7188437387349143E+00 a       632     0    26     1     7
  5.5952770802247747E+00 a       633     0    26     1     8
  5.3977062516353564E+00 a       634     0    26     1     9
 -2.0885473628382960E+00 a       635     0    26     1    10
  2.5556307555712379E+00 a       636     0    26     1    11
 -5.9565171262315353E+00 a       637     0    26     1    12
 -2.2887327327891824E-01 a       638     0    26     1    13
 -1.6000694009408132E+00 a       639     0    26     1    14
 -4.8346150153384810E+00 a       640     0    26     1    15
  6.7401242156215513E-01 a       641     0    26     1    16
 -1.3989012653869330E+00 a       642     0    26     1    17
  4.0887334230673860E+00 a       643     0    26     1    18
  9.4554563011116211E-01 a       644     0    26     1    19
 -3.0978156345260168E+00 a       645     0    26     1    20
 -3.9134167083590796E+00 a       646     0    26     1    21
  7.5173092891727196E+00 a       647     0    26     1    22
  3.3745233107175285E+00 a       648     0    26     1    23
 -7.0617908397247922E+00 a       649     0    26     1    24
  9.4536216551696448E+00 a       650     0    26     1    25
  2.6530158165237134E+00 a       651     0    27     1     1
 -4.3613063090388993E+00 a       652     0    27     1     2
 -5.4033690357767206E-01 a       653     0    27     1     3
  2.3846856933902925E+00 a       654     0    27     1     4
  1.8766201353700712E-01 a       655     0    27     1     5
 -5.5265096916724314E-02 a       656     0    27     1     6
 -3.7382230845150805E-01 a       657     0    27     1     7
  2.6833365943029386E+00 a       658     0    27     1     8
  1.8506080748469500E+00 a       659     0    27     1     9
  2.7691444978649353E+00 a       660     0    27     1    10
 -1.0482882853338707E-01 a       661     0    27     1    11
  3.2006535511481471E-01 a       662     0    27     1    12
 -1.7264463047718084E+00 a       663     0    27     1    13
  7.9102082100989679E-01 a       664     0    27     1    14
  9.7348621759783116E-01 a       665     0    27     1    15
 -9.8559649418632500E-01 a       666     0    27     1    16
  4.5005071522343076E+00 a       667     0    27     1    17
  1.9548538949091090E+00 a       668     0    27     1    18
 -1.3546990348488955E-01 a       669     0    27     1    19
  1.3686907824578092E+00 a       670     0    27     1    20
 -1.0796404859272182E+00 a       671     0    27     1    21
 -3.3670135897280091E+00 a       672     0    27     1    22
  8.5111406578909277E-01 a       673     0    27     1    23
  5.9115591122449462E-01 a       674     0    27     1    24
  1.1687111825357925E+00 a       675     0    27     1    25
 -7.0933858890391397E+00 a       676     0    28     1     1
  5.0963481886974149E+00 a       677     0    28     1     2
  3.8170877269957280E+00 a       678     0    28     1     3
 -1.3580484357859590E+00 a       679     0    28     1     4
  4.0885411918320980E+00 a       680     0    28     1     5
  6.9212345732464575E-01 a       681     0    28     1     6
 -8.6438308176525034E+00 a       682     0    28     1     7
 -7.1334976178837985E+00 a       683     0    28     1     8
  2.8463716853507210E+00 a       684     0    28     1     9
  7.3472185062534026E+00 a       685     0    28     1    10
 -4.2012645999112781E+00 a       686     0    28     1    11
  9.2001757183193984E+00 a       687     0    28     1    12
  1.8730456450789297E+00 a       688     0    28     1    13
 -3.0674006506116958E+00 a       689     0    28     1    14
 -2.2803401493390085E+00 a       690     0    28     1    15
  1.6299008399971922E+00 a       691     0    28     1    16
  6.8464291267800981E+00 a       692     0    28     1    17
  1.3873405168532238E+00 a       693     0    28     1    18
 -6.2233077463376212E+00 a       694     0    28     1    19
 -5.4582408564984961E+00 a       695     0    28     1    20
 -3.5463083601397352E+00 a       696     0    28     1    21
 -4.4594066981724287E+00 a       697     0    28     1    22
 -6.0957220306982585E+00 a       698     0    28     1    23
 -1.0443167505526967E+00 a       699     0    28     1    24
 -5.3390882573817784E+00 a       700     0    28     1    25
  1.4684026817120437E+00 a       701     0    29     1     1
  4.6153224508098173E-01 a       702     0    29     1     2
  6.3348544304282994E-01 a       703     0    29     1     3
 -6.1166913251006438E-01 a       704     0    29     1     4
  6.0996662640077880E-02 a       705     0    29     1     5
  6.4003351115561835E-01 a       706     0    29     1     6
  5.1337889536114389E-01 a       707     0    29     1     7
 -1.8910917365906106E+00 a       708     0    29     1     8
  2.2315164083630049E-01 a       709     0    29     1     9
 -7.9544845455929836E-01 a       710     0    29     1    10
  2.2822411012716843E+00 a       711     0    29     1    11
  3.5947575323388381E-01 a       712     0    29     1    12
  9.5541364481144120E-01 a       713     0    29     1    13
  8.2563139817848341E-01 a       714     0    29     1    14
 -1.4082929449636685E+00 a       715     0    29     1    15
  2.2090449589642689E+00 a       716     0    29     1    16
 -7.8052412207309874E-01 a       717     0    29     1    17
 -2.2389568139848133E+00 a       718     0    29     1    18
  7.1236393039674961E-01 a       719     0    29     1    19
 -1.4374714971794562E+00 a       720     0    29     1    20
 -1.2679323516130072E+00 a       721     0    29     1    21
 -1.0200431250358239E+00 a       722     0    29     1    22
  7.1606017654481013E-01 a       723     0    29     1    23
 -7.2331953016743045E-01 a       724     0    29     1    24
 -1.0686620419688637E+00 a       725     0    29     1    25
 -3.0217314378193127E+00 a       726     0    30     1     1
  4.3889452863305438E+00 a       727     0    30     1     2
  4.9549718291087630E-01 a       728     0    30     1     3
 -5.2755915519163530E+00 a       729     0    30     1     4
 -1.8061733421683351E-02 a       730     0    30     1     5
 -2.4796255640271778E+00 a       731     0    30     1     6
  4.3726720820516674E+00 a       732     0    30     1     7
 -4.3648309329692214E+00 a       733     0    30     1     8
  1.7111407367956513E-01 a       734     0    30     1     9
 -1.0665433920917324E+00 a       735     0    30     1    10
 -7.8809770036879756E-01 a       736     0    30     1    11
  3.6517732394395481E+00 a       737     0    30     1    12
  2.3937495590116638E+00 a       738     0    30     1    13
  1.1677127937663994E+00 a       739     0    30     1    14
  2.1225564524907607E+00 a       740     0    30     1    15
  1.8007939978049445E-01 a       741     0    30     1    16
 -2.6761064620162105E+00 a       742     0    30     1    17
 -2.2387339241869162E+00 a       743     0    30     1    18
  8.8707514114245012E-01 a       744     0    30     1    19
  2.1376824714291671E+00 a       745     0    30     1    20
  2.1911575622558326E+00 a       746     0    30     1    21
 -2.6058821096808127E+00 a       747     0    30     1    22
 -1.3477311668192651E+00 a       748     0    30     1    23
  1.8972358226267727E+00 a       749     0    30     1    24
 -8.0057670128350089E-01 a       750     0    30     1    25
  3.2786669880977368E+00 a       751     0    31     1     1
  2.7479289965114495E-01 a       752     0    31     1     2
 -2.0127825021662447E+00 a       753     0    31     1     3
  2.7592155863364010E+00 a       754     0    31     1     4
 -1.2303760740671104E+00 a       755     0    31     1     5
  2.1080227757885561E+00 a       756     0    31     1     6
  3.5052567897355740E+00 a       757     0    31     1     7
  2.4016275694767653E+00 a       758     0    31     1     8
 -4.3274764818679872E+00 a       759     0    31     1     9
 -3.0828518019455089E+00 a       760     0    31     1    10
 -2.4917829298284628E+00 a       761     0    31     1    11
 -8.5595250391856581E+00 a       762     0    31     1    12
  2.6227627348017184E+00 a       763     0    31     1    13
  3.3940953657612409E+00 a       764     0    31     1    14
  8.7211777633054988E-01 a       765     0    31     1    15
 -2.9383142260039734E+00 a       766     0    31     1    16
  3.5894532142120581E+00 a       767     0    31     1    17
 -6.0127341046604832E-01 a       768     0    31     1    18
  1.5980990721674542E+00 a       769     0    31     1    19
  3.9135878123488106E+00 a       770     0    31     1    20
  2.9544155489940360E+00 a       771     0    31     1    21
  8.1361905959900316E+00 a       772     0    31     1    22
  4.3884302012290251E+00 a       773     0    31     1    23
  5.4377159324769710E+00 a       774     0    31     1    24
  2.8889262480505207E+00 a       775     0    31     1    25
 -2.0383313449269109E+00 a       776     0    32     1     1
 -6.0173625910052642E-01 a       777     0    32     1     2
  1.3046639636301680E+00 a       778     0    32     1     3
  7.8759065824027230E-01 a       779     0    32     1     4
  2.2699287038300668E+00 a       780     0    32     1     5
 -6.9107148619706971E-01 a       781     0    32     1     6
 -2.5151063276081154E-01 a       782     0    32     1     7
  6.6549952303577964E-01 a       783     0    32     1     8
  1.7300800883380298E+00 a       784     0    32     1     9
  6.5350640872612242E-01 a       785     0    32     1    10
  1.1549200208620345E+00 a       786     0    32     1    11
  4.9454865068987730E-01 a       787     0    32     1    12
 -1.3425691943332303E+00 a       788     0    32     1    13
 -1.1349803100637328E+00 a       789     0    32     1    14
  1.5432818553590479E+00 a       790     0    32     1    15
  2.2895356584732860E+00 a       791     0    32     1    16
  1.4700369288900188E-02 a       792     0    32     1    17
  1.4692986130357601E+00 a       793     0    32     1    18
 -9.2545639754753284E-01 a       794     0    32     1    19
 -9.2139936869064409E-01 a       795     0    32     1    20
 -4.8887069439183060E-03 a       796     0    32     1    21
 -2.5631171251247467E+00 a       797     0    32     1    22
 -1.2304297623507428E+00 a       798     0    32     1    23
 -1.6967696797140761E+00 a       799     0    32     1    24
  1.4452552874174369E+00 a       800     0    32     1    25
  1.9992250225397346E-01 b       801     1     1
 -1.5263611072861658E-01 b       802     1     2
 -2.3588517506787665E-01 b       803     1     3
 -1.7653725993089731E-01 b       804     1     4
 -2.1244701939937854E-01 b       805     1     5
  5.7272719548410018E-02 b       806     1     6
  1.7608705746322104E-01 b       807     1     7
  2.4102004398406285E-01 b       808     1     8
 -6.9429421830811550E-02 b       809     1     9
 -7.7981278026832232E-02 b       810     1    10
  7.5591846592727746E-02 b       811     1    11
 -2.6255555840536182E-01 b       812     1    12
 -4.9309760390738344E-01 b       813     1    13
  8.7954315153856072E-02 b       814     1    14
  1.3593347231025327E-01 b       815     1    15
 -4.8551361023770961E-01 b       816     1    16
 -1.0887571036718066E-01 b       817     1    17
 -2.6329449257427068E-01 b       818     1    18
  2.0828317420087322E-01 b       819     1    19
 -3.5629266905105883E-01 b       820     1    20
  2.9337117423112474E-01 b       821     1    21
  1.9015484554338555E-01 b       822     1    22
  7.6400813147738800E-01 b       823     1    23
  4.7487427798742786E-02 b       824     1    24
  1.8778227679837564E-01 b       825     1    25
  1.1692384591087204E+00 a       826     1     1     2     1
  1.9822004078673877E-01 a       827     1     1     2     2
 -5.5103974607531170E-01 a       828     1     1     2     3
  9.1361047017512742E-02 a       829     1     1     2     4
  5.3814520799722187E-01 a       830     1     1     2     5
  1.1815950440800822E-01 a       831     1     1     2     6
 -6.1927893723373351E-01 a       832     1     1     2     7
 -6.5762189895752915E-03 a       833     1     1     2     8
  1.5252537122184016E+00 a       834     1     1     2     9
 -6.6225527503057791E-01 a       835     1     1     2    10
 -4.0353516828868741E-01 a       836     1     1     2    11
  9.4530436786876937E-01 a       837     1     1     2    12
  4.1836561116564608E-01 a       838     1     1     2    13
 -2.3386480106456620E-01 a       839     1     1     2    14
 -3.4436614501423723E-01 a       840     1     1     2    15
 -1.6472185443405882E+00 a       841     1     1     2    16
 -7.2436411832149661E-02 a       842     1     1     2    17
  7.8098501309722146E-01 a       843     1     1     2    18
 -1.2713510114233870E+00 a       844     1     1     2    19
  1.0461505526832220E+00 a       845     1     1     2    20
 -1.2470100890536149E+00 a       846     1     1     2    21
  3.3336526796349913E-01 a       847     1     1     2    22
  3.5509338780878053E-01 a       848     1     1     2    23
  2.4910042560993474E-02 a       849     1     1     2    24
 -1.0411288454893952E+00 a       850     1     1     2    25
 -6.6401142654058565E-01 a       851     1     2     2     1
 -2.8175061987612027E-01 a       852     1     2     2     2
  9.9268153737809528E-01 a       853     1     2     2     3
 -1.3915868617072671E-01 a       854     1     2     2     4
  7.3402865664139760E-01 a       855     1     2     2     5
 -1.4432460643451923E+00 a       856     1     2     2     6
  7.6250667411501072E-01 a       857     1     2     2     7
  3.8759765033409432E-01 a       858     1     2     2     8
  9.1920540997278233E-01 a       859     1     2     2     9
 -3.3251155594411258E-01 a       860     1     2     2    10
  1.0552846157654365E+00 a       861     1     2     2    11
  3.2054165030492637E-01 a       862     1     2     2    12
  5.7692259336126794E-01 a       863     1     2     2    13
  2.6082563655170854E-01 a       864     1     2     2    14
  5.5815322105210135E-04 a       865     1     2     2    15
 -2.0308047564979219E+00 a       866     1     2     2    16
 -4.6807846312491269E-01 a       867     1     2     2    17
 -3.0532632125629600E-01 a       868     1     2     2    18
  2.5135233334336801E-02 a       869     1     2     2    19
  1.2679976136559232E+00 a       870     1     2     2    20
  3.4874638555290888E-01 a       871     1     2     2    21
 -1.7620859260458180E-01 a       872     1     2     2    22
  1.3536459597007471E+00 a       873     1     2     2    23
 -1.8276810780213376E-01 a       874     1     2     2    24
  8.7950856267599520E-02 a       875     1     2     2    25
  3.5353285634879134E-01 a       876     1     3     2     1
 -4.7188692507496348E-02 a       877     1     3     2     2
 -1.0745601391053672E+00 a       878     1     3     2     3
 -1.1515346872690808E+00 a       879     1     3     2     4
  7.1710452674637859E-01 a       880     1     3     2     5
  1.9447122361385354E+00 a       881     1     3     2     6
  8.2175579134033772E-01 a       882     1     3     2     7
  7.7552493213348017E-01 a       883     1     3     2     8
  3.4371155941894271E-01 a       884     1     3     2     9
  4.2353688160274938E-01 a       885     1     3     2    10
  9.4945291997297798E-01 a       886     1     3     2    11
 -2.4189717825920631E+00 a       887     1     3     2    12
  8.5939018574188411E-02 a       888     1     3     2    13
  1.1062900444035282E+00 a       889     1     3     2    14
  5.5740010036252841E-01 a       890     1     3     2    15
 -2.5440390231783385E+00 a       891     1     3     2    16
 -2.0449654840014106E-01 a       892     1     3     2    17
  4.9784207607865882E-01 a       893     1     3     2    18
  1.9366335210811947E+00 a       894     1     3     2    19
 -6.7201765476354058E-01 a       895     1     3     2    20
 -1.0149749213715273E+00 a       896     1     3     2    21
 -1.1300906254708259E-01 a       897     1     3     2    22
 -6.1728205469372543E-01 a       898     1     3     2    23
  9.0806556382119852E-01 a       899     1     3     2    24
  1.0723007853294408E-01 a       900     1     3     2    25
  3.0938864378630165E-02 a       901     1     4     2     1
  1.4369951813731192E+00 a       902     1     4     2     2
 -7.9703062862735674E-01 a       903     1     4     2     3
  4.6264190806370048E-01 a       904     1     4     2     4
 -1.0390722727200985E+00 a       905     1     4     2     5
  1.3847146645720076E+00 a       906     1     4     2     6
 -2.3205982545891057E-01 a       907     1     4     2     7
  2.8645988825177671E-01 a       908     1     4     2     8
  2.0961983497043590E+00 a       909     1     4     2     9
  2.0567746819185260E+00 a       910     1     4     2    10
  5.8173871682306859E-02 a       911     1     4     2    11
  2.5018110140771999E-01 a       912     1     4     2    12
 -5.8159141786117996E-01 a       913     1     4     2    13
 -6.7856072130709444E-01 a       914     1     4     2    14
  7.5876054063417575E-01 a       915     1     4     2    15
 -2.2028803933676819E-01 a       916     1     4     2    16
 -7.5454856772078571E-01 a       917     1     4     2    17
  5.6298546399341243E-01 a       918     1     4     2    18
 -6.2635999733614223E-01 a       919     1     4     2    19
  1.0833179575733762E-01 a       920     1     4     2    20
  1.4605216161315724E+00 a       921     1     4     2    21
  3.1008208538952892E-01 a       922     1     4     2    22
 -2.7051894802804333E-01 a       923     1     4     2    23
  7.2622542691655290E-01 a       924     1     4     2    24
 -1.1502109720181797E+00 a       925     1     4     2    25
  9.4477158373419101E-01 a       926     1     5     2     1
 -2.3407264465422517E-01 a       927     1     5     2     2
  5.9837181003977591E-01 a       928     1     5     2     3
 -6.4030367668353938E-01 a       929     1     5     2     4
 -1.6685642114115933E+00 a       930     1     5     2     5
  3.1208136330466490E-01 a       931     1     5     2     6
 -4.8487848376402470E-01 a       932     1     5     2     7
 -1.7912804985749972E-01 a       933     1     5     2     8
 -2.2935431592196309E+00 a       934     1     5     2     9
  3.7422454266426464E-01 a       935     1     5     2    10
 -6.8475825785289612E-01 a       936     1     5     2    11
 -3.3406303236749629E-01 a       937     1     5     2    12
 -1.1847591726995153E-01 a       938     1     5     2    13
 -9.4617260951632631E-01 a       939     1     5     2    14
 -6.4922857554358959E-01 a       940     1     5     2    15
  6.5241211300000612E-01 a       941     1     5     2    16
  1.0830679492745277E+00 a       942     1     5     2    17
 -2.4903071538112381E-01 a       943     1     5     2    18
 -1.0392217571274920E-01 a       944     1     5     2    19
 -8.7749063909678315E-01 a       945     1     5     2    20
  4.4843021437268249E-01 a       946     1     5     2    21
 -1.1547043646973005E+00 a       947     1     5     2    22
 -1.7399783764057275E+00 a       948     1     5     2    23
  3.0818428882691895E-01 a       949     1     5     2    24
  3.2230034200393129E+00 a       950     1     5     2    25
  3.0332904693194923E-01 a       951     1     6     2     1
  2.6481574243555095E-01 a       952     1     6     2     2
  1.4270367459267719E-01 a       953     1     6     2     3
 -6.9462486707508497E-01 a       954     1     6     2     4
 -1.3492040983842597E+00 a       955     1     6     2     5
  2.8348279545608455E-02 a       956     1     6     2     6
  5.4613841520600026E-01 a       957     1     6     2     7
  7.3239306754540623E-01 a       958     1     6     2     8
  7.1954913364764436E-02 a       959     1     6     2     9
 -4.5950353997836274E-01 a       960     1     6     2    10
 -6.5105597078841415E-01 a       961     1     6     2    11
 -4.4240103548533810E-01 a       962     1     6     2    12
 -1.7747338470809677E+00 a       963     1     6     2    13
 -2.4407220775686070E-01 a       964     1     6     2    14
 -5.2274060678095113E-01 a       965     1     6     2    15
 -6.9946169735501507E-01 a       966     1     6     2    16
  1.7264131903246677E-01 a       967     1     6     2    17
 -2.8198933050783009E-01 a       968     1     6     2    18
  4.1888866039666073E-01 a       969     1     6     2    19
  3.2570265051045860E-01 a       970     1     6     2    20
  1.3099208770646140E+00 a       971     1     6     2    21
 -9.3962963886231077E-01 a       972     1     6     2    22
  1.2324993066206058E+00 a       973     1     6     2    23
 -5.5912980041444893E-01 a       974     1     6     2    24
 -5.7167720759967655E-01 a       975     1     6     2    25
 -6.0462651608858264E-01 a       976     1     7     2     1
 -1.1475040393057664E-01 a       977     1     7     2     2
 -4.3461751500268098E-01 a       978     1     7     2     3
  8.0195225381957203E-01 a       979     1     7     2     4
  8.6769893867342496E-01 a       980     1     7     2     5
  4.7537856644176768E-01 a       981     1     7     2     6
  5.1832131938618176E-01 a       982     1     7     2     7
  5.4016708605949926E-01 a       983     1     7     2     8
 -3.9238378044006685E-02 a       984     1     7     2     9
 -1.7096528793253303E+00 a       985     1     7     2    10
 -6.9207626745474695E-03 a       986     1     7     2    11
  6.3827422540963491E-02 a       987     1     7     2    12
  9.0066179516996137E-01 a       988     1     7     2    13
 -5.9711356503234569E-01 a       989     1     7     2    14
  1.3567306636284138E-01 a       990     1     7     2    15
  5.7269430574308688E-01 a       991     1     7     2    16
  1.4026193666277076E-01 a       992     1     7     2    17
 -8.6058383203223895E-04 a       993     1     7     2    18
 -1.2055976810214586E+00 a       994     1     7     2    19
  4.5020214370036377E-01 a       995     1     7     2    20
 -9.7641996449145896E-01 a       996     1     7     2    21
  1.6002288003633687E+00 a       997     1     7     2    22
  5.2530077144872145E-01 a       998     1     7     2    23
  4.2664583709861048E-01 a       999     1     7     2    24
  1.9513447348448896E+00 a      1000     1     7     2    25
  5.1956760119525369E-01 a      1001     1     8     2     1
  5.4376459064145996E-02 a      1002     1     8     2     2
 -2.9417252896066920E-01 a      1003     1     8     2     3
 -1.4664812937137242E+00 a      1004     1     8     2     4
 -7.8732398932321157E-01 a      1005     1     8     2     5
  6.6391601084120500E-01 a      1006     1     8     2     6
  1.4696062856111454E-03 a      1007     1     8     2     7
  2.6239771836621317E-01 a      1008     1     8     2     8
  2.0654019788647728E+00 a      1009     1     8     2     9
 -4.2864526335031355E-01 a      1010     1     8     2    10
  1.0478010886506879E+00 a      1011     1     8     2    11
  1.0385721868193325E+00 a      1012     1     8     2    12
  7.8196220807311412E-01 a      1013     1     8     2    13
 -1.3570358596844287E+00 a      1014     1     8     2    14
  5.2761202005606989E-01 a      1015     1     8     2    15
 -1.6272427489008421E+00 a      1016     1     8     2    16
 -4.8219344705652606E-01 a      1017     1     8     2    17
  9.2032667597203222E-01 a      1018     1     8     2    18
 -1.6952131610333647E+00 a      1019     1     8     2    19
  1.5444988068533432E+00 a      1020     1     8     2    20
  9.2802692547884458E-01 a      1021     1     8     2    21
 -6.6906814805125991E-01 a      1022     1     8     2    22
 -5.9925095253877270E-01 a      1023     1     8     2    23
  9.0879743535912841E-02 a      1024     1     8     2    24
 -1.3344431857904104E+00 a      1025     1     8     2    25
  1.3527417532764143E+00 a      1026     1     9     2     1
 -1.7000876661344440E+00 a      1027     1     9     2     2
 -7.5996814273726065E-02 a      1028     1     9     2     3
 -4.8954249606587391E-01 a      1029     1     9     2     4
 -2.7422676534720747E-02 a      1030     1     9     2     5
  7.9163820947633368E-01 a      1031     1     9     2     6
  2.0598257233893519E-01 a      1032     1     9     2     7
  2.1017308626292752E-01 a      1033     1     9     2     8
  5.5015089995688472E-02 a      1034     1     9     2     9
  2.2759964541902975E+00 a      1035     1     9     2    10
 -8.8526471869944423E-01 a      1036     1     9     2    11
 -5.6857604255508443E-01 a      1037     1     9     2    12
  1.0365293663954321E-01 a      1038     1     9     2    13
 -1.2265720310519015E+00 a      1039     1     9     2    14
 -3.5289484690766143E-01 a      1040     1     9     2    15
  3.6473441544106483E-01 a      1041     1     9     2    16
  2.7560066494210167E-01 a      1042     1     9     2    17
  4.6486642562427760E-01 a      1043     1     9     2    18
  8.1428193010553718E-01 a      1044     1     9     2    19
 -1.7373006782737979E-01 a      1045     1     9     2    20
  1.2432774137133415E-01 a      1046     1     9     2    21
 -3.4016640993592789E-01 a      1047     1     9     2    22
 -5.6033875076598447E-02 a      1048     1     9     2    23
 -6.7884558659935679E-01 a      1049     1     9     2    24
 -3.3511149350112079E+00 a      1050     1     9     2    25
  1.6848016539615396E+00 a      1051     1    10     2     1
 -1.4631147567543121E-01 a      1052     1    10     2     2
  3.9137207230624138E-01 a      1053     1    10     2     3
 -4.2534535166034254E-01 a      1054     1    10     2     4
 -9.6131250399159138E-02 a      1055     1    10     2     5
 -1.7642957067273926E+00 a      1056     1    10     2     6
  6.1768513293075367E-01 a      1057     1    10     2     7
  1.2380327210023923E-01 a      1058     1    10     2     8
  1.5986635459733620E+00 a      1059     1    10     2     9
  7.5003775734833952E-02 a      1060     1    10     2    10
  2.2057690574109406E-01 a      1061     1    10     2    11
  3.7270506144035354E-01 a      1062     1    10     2    12
  2.9618278802969172E-01 a      1063     1    10     2    13
 -1.7414279203483894E-02 a      1064     1    10     2    14
 -6.8865845792084601E-01 a      1065     1    10     2    15
  4.7230411034739184E-01 a      1066     1    10     2    16
 -6.4267175099692209E-01 a      1067     1    10     2    17
 -7.0953303423389638E-02 a      1068     1    10     2    18
  3.9191185449000127E-01 a      1069     1    10     2    19
  5.8466860057892167E-01 a      1070     1    10     2    20
  2.6308979607748600E-01 a      1071     1    10     2    21
